the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1021.49        | 65.69716             | NULL
67108864          | 1022.79        | 65.61366             | NULL
67108864          | 1022.50        | 65.63214             | NULL
67108864          | 1021.96        | 65.66682             | NULL
67108864          | 1022.06        | 65.66039             | NULL
67108864          | 1021.72        | 65.68199             | NULL
67108864          | 1021.60        | 65.68996             | NULL
67108864          | 1021.96        | 65.66682             | NULL
67108864          | 1021.98        | 65.66528             | NULL
67108864          | 1021.96        | 65.66682             | NULL
67108864          | 1021.28        | 65.71029             | NULL
67108864          | 1021.68        | 65.68508             | NULL
67108864          | 1022.14        | 65.65551             | NULL
67108864          | 1022.50        | 65.63240             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.03        | 65.66246             | NULL
67108864          | 1022.26        | 65.64729             | NULL
67108864          | 1022.50        | 65.63188             | NULL
67108864          | 1022.22        | 65.64986             | NULL
67108864          | 1022.20        | 65.65140             | NULL
67108864          | 1021.85        | 65.67402             | NULL
67108864          | 1021.38        | 65.70436             | NULL
67108864          | 1022.52        | 65.63060             | NULL
67108864          | 1021.25        | 65.71235             | NULL
67108864          | 1022.18        | 65.65295             | NULL
67108864          | 1021.61        | 65.68919             | NULL
67108864          | 1021.91        | 65.67016             | NULL
67108864          | 1022.46        | 65.63445             | NULL
67108864          | 1021.97        | 65.66605             | NULL
67108864          | 1021.65        | 65.68687             | NULL
67108864          | 1022.45        | 65.63548             | NULL
67108864          | 1022.33        | 65.64318             | NULL
67108864          | 1022.34        | 65.64267             | NULL
67108864          | 1022.43        | 65.63676             | NULL
67108864          | 1022.12        | 65.65680             | NULL
67108864          | 1022.66        | 65.62187             | NULL
67108864          | 1022.16        | 65.65397             | NULL
67108864          | 1022.28        | 65.64627             | NULL
67108864          | 1021.92        | 65.66965             | NULL
67108864          | 1022.12        | 65.65628             | NULL
67108864          | 1022.41        | 65.63779             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.58        | 65.62726             | NULL
67108864          | 1022.15        | 65.65448             | NULL
67108864          | 1022.13        | 65.65577             | NULL
67108864          | 1022.36        | 65.64112             | NULL
67108864          | 1022.12        | 65.65654             | NULL
67108864          | 1022.60        | 65.62547             | NULL
67108864          | 1022.38        | 65.63959             | NULL
67108864          | 1022.39        | 65.63907             | NULL
67108864          | 1021.94        | 65.66810             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.22        | 65.64986             | NULL
67108864          | 1022.45        | 65.63523             | NULL
67108864          | 1022.00        | 65.66399             | NULL
67108864          | 1022.04        | 65.66143             | NULL
67108864          | 1022.32        | 65.64370             | NULL
67108864          | 1021.95        | 65.66734             | NULL
67108864          | 1021.77        | 65.67890             | NULL
67108864          | 1021.82        | 65.67607             | NULL
67108864          | 1022.57        | 65.62752             | NULL
67108864          | 1022.69        | 65.61982             | NULL
67108864          | 1021.88        | 65.67196             | NULL
67108864          | 1021.87        | 65.67273             | NULL
67108864          | 1021.68        | 65.68456             | NULL
67108864          | 1022.31        | 65.64421             | NULL
67108864          | 1021.67        | 65.68559             | NULL
67108864          | 1021.92        | 65.66965             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1021.98        | 65.66579             | NULL
67108864          | 1021.90        | 65.67093             | NULL
67108864          | 1022.23        | 65.64961             | NULL
67108864          | 1022.20        | 65.65166             | NULL
67108864          | 1022.42        | 65.63753             | NULL
67108864          | 1021.94        | 65.66836             | NULL
67108864          | 1021.78        | 65.67813             | NULL
67108864          | 1022.32        | 65.64344             | NULL
67108864          | 1022.33        | 65.64292             | NULL
67108864          | 1022.02        | 65.66271             | NULL
67108864          | 1021.60        | 65.68996             | NULL
67108864          | 1022.46        | 65.63445             | NULL
67108864          | 1022.22        | 65.65037             | NULL
67108864          | 1022.47        | 65.63394             | NULL
67108864          | 1022.00        | 65.66425             | NULL
67108864          | 1022.64        | 65.62341             | NULL
67108864          | 1021.75        | 65.68045             | NULL
67108864          | 1022.20        | 65.65166             | NULL
67108864          | 1022.44        | 65.63574             | NULL
67108864          | 1021.83        | 65.67504             | NULL
67108864          | 1022.46        | 65.63471             | NULL
67108864          | 1022.24        | 65.64884             | NULL
67108864          | 1022.48        | 65.63368             | NULL
67108864          | 1021.76        | 65.67993             | NULL
67108864          | 1022.92        | 65.60519             | NULL
67108864          | 1022.02        | 65.66297             | NULL
67108864          | 1023.51        | 65.56750             | NULL
67108864          | 1022.19        | 65.65217             | NULL
67108864          | 1022.77        | 65.61494             | NULL
67108864          | 1022.11        | 65.65731             | NULL
67108864          | 1021.54        | 65.69408             | NULL
67108864          | 1021.72        | 65.68250             | NULL
67108864          | 1022.47        | 65.63394             | NULL
67108864          | 1022.18        | 65.65269             | NULL
67108864          | 1023.38        | 65.57571             | NULL
67108864          | 1022.09        | 65.65834             | NULL
67108864          | 1021.95        | 65.66734             | NULL
